id,formattedAddress,city,state,zipCode,latitude,longitude,propertyType,bedrooms,bathrooms,squareFootage,yearBuilt,status,price,listingType,listedDate,daysOnMarket
"10737-Greenwood-Ave-N,-Apt-202,-Seattle,-WA-98133","10737 Greenwood Ave N, Apt 202, Seattle, WA 98133",Seattle,WA,98133,47.708057,-122.355873,Apartment,1,1,,,Active,1695,Standard,2025-11-22T00:00:00.000Z,1
"2022-Taylor-Ave-N-Unit-A,-Seattle,-WA-98109","2022 Taylor Ave N Unit A, Seattle, WA 98109",Seattle,WA,98109,47.637257,-122.345734,Single Family,3,4,3400,,Active,6700,Standard,2025-11-22T00:00:00.000Z,1
"9211-Ashworth-Ave-N-Unit-B,-Seattle,-WA-98103","9211 Ashworth Ave N Unit B, Seattle, WA 98103",Seattle,WA,98103,47.696443,-122.340114,Single Family,2,2.5,1340,,Active,2795,Standard,2025-11-22T00:00:00.000Z,1
"2332-W-Newton-St,-Apt-3,-Seattle,-WA-98199","2332 W Newton St, Apt 3, Seattle, WA 98199",Seattle,WA,98199,47.637203,-122.387672,Apartment,3,2,1530,,Active,3245,Standard,2025-11-22T00:00:00.000Z,1
"5222-Brooklyn-Ave-NE,-Unit-3,-Seattle,-WA-98105","5222 Brooklyn Ave NE, Unit 3, Seattle, WA 98105",Seattle,WA,98105,47.667194,-122.313934,Apartment,1,1,95,,Active,835,Standard,2025-11-22T00:00:00.000Z,1
"8815-23rd-Ave-NE,-Apt-2,-Seattle,-WA-98115","8815 23rd Ave NE, Apt 2, Seattle, WA 98115",Seattle,WA,98115,47.692562,-122.304451,Townhouse,2,1.5,1200,,Active,2058,Standard,2025-11-22T00:00:00.000Z,1
"4300-Woodland-Park-Ave-N,-Apt-104,-Seattle,-WA-98103","4300 Woodland Park Ave N, Apt 104, Seattle, WA 98103",Seattle,WA,98103,47.659443,-122.344269,Apartment,1,1,530,,Active,1445,Standard,2025-11-22T00:00:00.000Z,1
"6209-1-2-15th-Ave-NW,-Unit-202,-Seattle,-WA-98107","6209 1/2 15th Ave NW, Unit 202, Seattle, WA 98107",Seattle,WA,98107,47.67409,-122.376483,Apartment,0,1,500,,Active,1067,Standard,2025-11-22T00:00:00.000Z,1
"1015-Ne-55th-St,-Seattle,-WA-98105","1015 Ne 55th St, Seattle, WA 98105",Seattle,WA,98105,47.668441,-122.316713,Single Family,8,3,1950,2019,Active,4995,Standard,2025-11-22T00:00:00.000Z,1
"3821-S-Angeline-St,-Seattle,-WA-98118","3821 S Angeline St, Seattle, WA 98118",Seattle,WA,98118,47.559149,-122.284199,Single Family,3,2.5,1150,,Active,3495,Standard,2025-11-22T00:00:00.000Z,1
"5268-University-Way-NE,-Apt-2,-Seattle,-WA-98105","5268 University Way NE, Apt 2, Seattle, WA 98105",Seattle,WA,98105,47.668327,-122.312805,Condo,3,1,1000,,Active,2350,Standard,2025-11-22T00:00:00.000Z,1
"5915B-California-Ave-SW,-Seattle,-WA-98136","5915B California Ave SW, Seattle, WA 98136",Seattle,WA,98136,47.549735,-122.387354,Townhouse,3,2,1209,,Active,3195,Standard,2025-11-22T00:00:00.000Z,1
"2856-14th-Ave-W,-Apt-7,-Seattle,-WA-98119","2856 14th Ave W, Apt 7, Seattle, WA 98119",Seattle,WA,98119,47.646442,-122.374634,Apartment,1,1,643,,Active,1526,Standard,2025-11-22T00:00:00.000Z,1
"2715-Ne-115th-St,-Seattle,-WA-98125","2715 Ne 115th St, Seattle, WA 98125",Seattle,WA,98125,47.711747,-122.29872,Single Family,1,1,800,1963,Active,2195,Standard,2025-11-22T00:00:00.000Z,1
"8806-Nesbit-Ave-N,-Apt-3,-Seattle,-WA-98103","8806 Nesbit Ave N, Apt 3, Seattle, WA 98103",Seattle,WA,98103,47.692692,-122.343147,Apartment,1,1,695,,Active,1475,Standard,2025-11-22T00:00:00.000Z,1
"104-21st-Ave,-Apt-203,-Seattle,-WA-98122","104 21st Ave, Apt 203, Seattle, WA 98122",Seattle,WA,98122,47.601894,-122.304741,Apartment,1,1,650,,Active,1450,Standard,2025-11-22T00:00:00.000Z,1
"4728-16th-Ave-NE,-Unit-1,-Seattle,-WA-98105","4728 16th Ave NE, Unit 1, Seattle, WA 98105",Seattle,WA,98105,47.663982,-122.310516,Single Family,8,2,2390,,Active,7950,Standard,2025-11-22T00:00:00.000Z,1
"416-N-130th-St,-Seattle,-WA-98133","416 N 130th St, Seattle, WA 98133",Seattle,WA,98133,47.723495,-122.353434,Single Family,2,2.5,1090,,Active,2395,Standard,2025-11-22T00:00:00.000Z,1
"206-Bell-St,-Apt-202,-Seattle,-WA-98121","206 Bell St, Apt 202, Seattle, WA 98121",Seattle,WA,98121,47.614376,-122.345627,Apartment,1,1,621,,Active,1795,Standard,2025-11-22T00:00:00.000Z,1
"7121-Linden-Ave-N,-Apt-206,-Seattle,-WA-98103","7121 Linden Ave N, Apt 206, Seattle, WA 98103",Seattle,WA,98103,47.680916,-122.347481,Apartment,1,1,450,,Active,1445,Standard,2025-11-22T00:00:00.000Z,1
"1441-Nw-52nd-St,-Apt-5,-Seattle,-WA-98107","1441 Nw 52nd St, Apt 5, Seattle, WA 98107",Seattle,WA,98107,47.666264,-122.375313,Apartment,1,1,500,,Active,1325,Standard,2025-11-22T00:00:00.000Z,1
"2711-Ne-115th-St,-Apt-101,-Seattle,-WA-98125","2711 Ne 115th St, Apt 101, Seattle, WA 98125",Seattle,WA,98125,47.711666,-122.298935,Apartment,1,1,700,,Active,1825,Standard,2025-11-22T00:00:00.000Z,1
"80-S-Main-St,-Apt-304,-Seattle,-WA-98104","80 S Main St, Apt 304, Seattle, WA 98104",Seattle,WA,98104,47.600227,-122.335129,Apartment,2,1,746,,Active,2395,Standard,2025-11-22T00:00:00.000Z,1
"8023-Brooklyn-Ave-NE,-Seattle,-WA-98115","8023 Brooklyn Ave NE, Seattle, WA 98115",Seattle,WA,98115,47.687474,-122.314619,Single Family,3,2,1660,,Active,3200,Standard,2025-11-22T00:00:00.000Z,1
"3035-Ne-130th-St,-Apt-5,-Seattle,-WA-98125","3035 Ne 130th St, Apt 5, Seattle, WA 98125",Seattle,WA,98125,47.722679,-122.294655,Apartment,1,1,725,,Active,1395,Standard,2025-11-22T00:00:00.000Z,1
"5221-Ravenna-Ave-NE,-Unit-302,-Seattle,-WA-98105","5221 Ravenna Ave NE, Unit 302, Seattle, WA 98105",Seattle,WA,98105,47.667057,-122.303673,Apartment,0,1,247,,Active,1095,Standard,2025-11-22T00:00:00.000Z,1
"8034-32nd-Ave-NW,-Seattle,-WA-98117","8034 32nd Ave NW, Seattle, WA 98117",Seattle,WA,98117,47.687776,-122.397921,Single Family,3,3,3110,,Active,4250,Standard,2025-11-22T00:00:00.000Z,1
"6840-Oswego-Pl-NE,-Apt-201,-Seattle,-WA-98115","6840 Oswego Pl NE, Apt 201, Seattle, WA 98115",Seattle,WA,98115,47.678928,-122.323051,Apartment,1,1,525,,Active,1532,Standard,2025-11-22T00:00:00.000Z,1
"2058-14th-Ave-W,-Apt-3,-Seattle,-WA-98119","2058 14th Ave W, Apt 3, Seattle, WA 98119",Seattle,WA,98119,47.638371,-122.374702,Apartment,2,1,850,,Active,1895,Standard,2025-11-22T00:00:00.000Z,1
"5248-39th-Ave-Ne-Unit-B,-Seattle,-WA-98105","5248 39th Ave Ne Unit B, Seattle, WA 98105",Seattle,WA,98105,47.668265,-122.285479,Single Family,2,2.5,1076,,Active,3150,Standard,2025-11-22T00:00:00.000Z,1
"3633-Linden-Ave-N,-Apt-105,-Seattle,-WA-98103","3633 Linden Ave N, Apt 105, Seattle, WA 98103",Seattle,WA,98103,47.652184,-122.348862,Apartment,0,1,245,,Active,1115,Standard,2025-11-22T00:00:00.000Z,1
"8806-Nesbit-Ave-N,-Apt-6,-Seattle,-WA-98103","8806 Nesbit Ave N, Apt 6, Seattle, WA 98103",Seattle,WA,98103,47.692692,-122.343147,Apartment,1,1,673,,Active,1425,Standard,2025-11-22T00:00:00.000Z,1
"912-3rd-Ave-W,-Apt-301,-Seattle,-WA-98119","912 3rd Ave W, Apt 301, Seattle, WA 98119",Seattle,WA,98119,47.627298,-122.360214,Condo,2,2,853,,Active,2700,Standard,2025-11-22T00:00:00.000Z,1
"12025-5th-Ave-NE,-Unit-2,-Seattle,-WA-98125","12025 5th Ave NE, Unit 2, Seattle, WA 98125",Seattle,WA,98125,47.716663,-122.323975,Apartment,2,1,800,,Active,1850,Standard,2025-11-22T00:00:00.000Z,1
"409-Federal-Ave-E,-Unit-411A,-Seattle,-WA-98102","409 Federal Ave E, Unit 411A, Seattle, WA 98102",Seattle,WA,98102,47.622349,-122.319054,Apartment,1,1,700,,Active,1945,Standard,2025-11-22T00:00:00.000Z,1
"5221-Ravenna-Ave-NE,-Unit-B06,-Seattle,-WA-98105","5221 Ravenna Ave NE, Unit B06, Seattle, WA 98105",Seattle,WA,98105,47.667057,-122.303673,Apartment,0,1,251,,Active,1050,Standard,2025-11-22T00:00:00.000Z,1
"3415-Ne-70th-St,-Apt-1,-Seattle,-WA-98115","3415 Ne 70th St, Apt 1, Seattle, WA 98115",Seattle,WA,98115,47.679176,-122.290932,Apartment,2,1,850,,Active,1925,Standard,2025-11-22T00:00:00.000Z,1
"10329-Meridian-Ave-N,-Unit-A01,-Seattle,-WA-98133","10329 Meridian Ave N, Unit A01, Seattle, WA 98133",Seattle,WA,98133,47.70413,-122.334559,Single Family,2,2,854,,Active,2250,Standard,2025-11-22T00:00:00.000Z,1
"4532-42nd-Ave-SW,-Unit-202,-Seattle,-WA-98116","4532 42nd Ave SW, Unit 202, Seattle, WA 98116",Seattle,WA,98116,47.561924,-122.385094,Apartment,1,1,676,,Active,1695,Standard,2025-11-22T00:00:00.000Z,1
"1725-17th-Ave,-Seattle,-WA-98122","1725 17th Ave, Seattle, WA 98122",Seattle,WA,98122,47.61714,-122.31058,Single Family,3,2,1507,,Active,4250,Standard,2025-11-22T00:00:00.000Z,1
"5268-University-Way-NE,-Unit-1405,-Seattle,-WA-98105","5268 University Way NE, Unit 1405, Seattle, WA 98105",Seattle,WA,98105,47.668327,-122.312805,Condo,0,1,800,,Active,1250,Standard,2025-11-22T00:00:00.000Z,1
"151-10th-Ave,-Seattle,-WA-98122","151 10th Ave, Seattle, WA 98122",Seattle,WA,98122,47.602879,-122.319588,Apartment,2,1,800,,Active,1995,Standard,2025-11-22T00:00:00.000Z,1
"2711-Ne-115th-St,-Apt-203,-Seattle,-WA-98125","2711 Ne 115th St, Apt 203, Seattle, WA 98125",Seattle,WA,98125,47.711666,-122.298935,Apartment,2,1,976,,Active,1900,Standard,2025-11-22T00:00:00.000Z,1
"1530-Nw-Market-St,-Unit-214,-Seattle,-WA-98107","1530 Nw Market St, Unit 214, Seattle, WA 98107",Seattle,WA,98107,47.668944,-122.378028,Single Family,1,1,690,,Active,1895,Standard,2025-11-22T00:00:00.000Z,1
"3433-14th-Ave-W,-Apt-2,-Seattle,-WA-98119","3433 14th Ave W, Apt 2, Seattle, WA 98119",Seattle,WA,98119,47.651348,-122.375237,Apartment,1,1,520,,Active,1375,Standard,2025-11-22T00:00:00.000Z,1
"1030-Ne-125th-St,-Apt-3,-Seattle,-WA-98125","1030 Ne 125th St, Apt 3, Seattle, WA 98125",Seattle,WA,98125,47.719688,-122.316673,Apartment,2,1,680,,Active,1595,Standard,2025-11-22T00:00:00.000Z,1
"3721-27th-Pl-W,-Apt-404,-Seattle,-WA-98199","3721 27th Pl W, Apt 404, Seattle, WA 98199",Seattle,WA,98199,47.653893,-122.391937,Apartment,2,2,937,,Active,2295,Standard,2025-11-22T00:00:00.000Z,1
"2310-W-Dravus-St,-Seattle,-WA-98199","2310 W Dravus St, Seattle, WA 98199",Seattle,WA,98199,47.648627,-122.386513,Single Family,3,2.5,1671,,Active,3095,Standard,2025-11-22T00:00:00.000Z,1
"1029-Summit-Ave-E,-Apt-12,-Seattle,-WA-98102","1029 Summit Ave E, Apt 12, Seattle, WA 98102",Seattle,WA,98102,47.628349,-122.326485,Apartment,1,1,548,,Active,1895,Standard,2025-11-22T00:00:00.000Z,1
"8530-A-Nesbit-Ave-N,-Seattle,-WA-98103","8530-A Nesbit Ave N, Seattle, WA 98103",Seattle,WA,98103,47.691574,-122.343163,Townhouse,2,1,913,,Active,1695,Standard,2025-11-22T00:00:00.000Z,1
"736-Bellevue-Pl-E,-Unit-212,-Seattle,-WA-98102","736 Bellevue Pl E, Unit 212, Seattle, WA 98102",Seattle,WA,98102,47.626171,-122.327576,Apartment,0,1,347,,Active,1162,Standard,2025-11-22T00:00:00.000Z,1
"3200-16th-Ave-W,-Apt-205,-Seattle,-WA-98119","3200 16th Ave W, Apt 205, Seattle, WA 98119",Seattle,WA,98119,47.648693,-122.376976,Apartment,1,1,750,,Active,1825,Standard,2025-11-22T00:00:00.000Z,1
"8809-23rd-Ave-NE,-Apt-2,-Seattle,-WA-98115","8809 23rd Ave NE, Apt 2, Seattle, WA 98115",Seattle,WA,98115,47.692402,-122.304451,Townhouse,2,1.5,1200,,Active,2058,Standard,2025-11-22T00:00:00.000Z,1
"355-15th-Ave,---110,-Seattle,-WA-98122","355 15th Ave, # 110, Seattle, WA 98122",Seattle,WA,98122,47.605873,-122.31311,Apartment,0,1,348,,Active,1375,Standard,2025-11-22T00:00:00.000Z,1
"2515A-E-Yesler-Way,-Seattle,-WA-98122","2515A E Yesler Way, Seattle, WA 98122",Seattle,WA,98122,47.601532,-122.299263,Townhouse,2,2,1188,,Active,3100,Standard,2025-11-22T00:00:00.000Z,1
"9504-Ravenna-Ave-NE,-Apt-203,-Seattle,-WA-98115","9504 Ravenna Ave NE, Apt 203, Seattle, WA 98115",Seattle,WA,98115,47.698013,-122.304345,Condo,2,1,941,,Active,2400,Standard,2025-11-22T00:00:00.000Z,1
"421-Bellevue-Ave-E,-Seattle,-WA-98102","421 Bellevue Ave E, Seattle, WA 98102",Seattle,WA,98102,47.622528,-122.326942,Apartment,1,1,638,1967,Active,1690,Standard,2025-11-22T00:00:00.000Z,1
"519A-Martin-Luther-King-Jr-Way-S,-Seattle,-WA-98144","519A Martin Luther King Jr Way S, Seattle, WA 98144",Seattle,WA,98144,47.597433,-122.298025,Single Family,2,2,1147,2020,Active,3100,Standard,2025-11-22T00:00:00.000Z,1
"5121-S-Garden-St,-Seattle,-WA-98118","5121 S Garden St, Seattle, WA 98118",Seattle,WA,98118,47.537449,-122.269359,Single Family,2,2,1500,,Active,2999,Standard,2025-11-22T00:00:00.000Z,1
"355-15th-Ave,---305MFTE,-Seattle,-WA-98122","355 15th Ave, # 305MFTE, Seattle, WA 98122",Seattle,WA,98122,47.605873,-122.31311,Apartment,1,1,404,,Active,1575,Standard,2025-11-22T00:00:00.000Z,1
"9006-18th-Ave-SW,-Seattle,-WA-98106","9006 18th Ave SW, Seattle, WA 98106",Seattle,WA,98106,47.522526,-122.357529,Single Family,3,2,1060,,Active,2375,Standard,2025-11-22T00:00:00.000Z,1
"3028-Western-Ave,-Apt-513,-Seattle,-WA-98121","3028 Western Ave, Apt 513, Seattle, WA 98121",Seattle,WA,98121,47.617828,-122.355461,Single Family,1,1,590,,Active,1995,Standard,2025-11-22T00:00:00.000Z,1
"469-N-36th-St,-Seattle,-WA-98103","469 N 36th St, Seattle, WA 98103",Seattle,WA,98103,47.651581,-122.352654,Apartment,3,1,1000,,Active,2200,Standard,2025-11-22T00:00:00.000Z,1
"1806-23rd-Ave,---100,-Seattle,-WA-98122","1806 23rd Ave, # 100, Seattle, WA 98122",Seattle,WA,98122,47.61795,-122.302238,Apartment,0,1,158,,Active,775,Standard,2025-11-22T00:00:00.000Z,1
"2445A-Nw-63rd-St,-Seattle,-WA-98107","2445A Nw 63rd St, Seattle, WA 98107",Seattle,WA,98107,47.674404,-122.389557,Townhouse,3,2.5,1274,,Active,3495,Standard,2025-11-22T00:00:00.000Z,1
"3026-Nw-61st-St,-Seattle,-WA-98107","3026 Nw 61st St, Seattle, WA 98107",Seattle,WA,98107,47.673198,-122.396913,Single Family,4,3,3115,1914,Active,5250,Standard,2025-11-22T00:00:00.000Z,1
"3312-W-Government-Way,-Unit-C,-Seattle,-WA-98199","3312 W Government Way, Unit C, Seattle, WA 98199",Seattle,WA,98199,47.66011,-122.400505,Single Family,3,2.5,1420,,Active,3600,Standard,2025-11-22T00:00:00.000Z,1
"4508-Corliss-Ave-N-Apt-C,-Seattle,-WA-98103","4508 Corliss Ave N Apt C, Seattle, WA 98103",Seattle,WA,98103,47.661743,-122.330872,Single Family,1,1,600,,Active,1745,Standard,2025-11-22T00:00:00.000Z,1
"814-Nw-54th-St,-Unit-B,-Seattle,-WA-98107","814 Nw 54th St, Unit B, Seattle, WA 98107",Seattle,WA,98107,47.668224,-122.367003,Single Family,2,2,1020,,Active,3100,Standard,2025-11-22T00:00:00.000Z,1
"1420-E-Howell-St,-Unit-209,-Seattle,-WA-98122","1420 E Howell St, Unit 209, Seattle, WA 98122",Seattle,WA,98122,47.617779,-122.31324,Apartment,0,1,272,,Active,1295,Standard,2025-11-22T00:00:00.000Z,1
"511-Ne-73rd-St,-Unit-A,-Seattle,-WA-98115","511 Ne 73rd St, Unit A, Seattle, WA 98115",Seattle,WA,98115,47.681479,-122.322345,Single Family,2,2,1381,,Active,4199,Standard,2025-11-22T00:00:00.000Z,1
"5019-Ravenna-Ave-NE,-Seattle,-WA-98105","5019 Ravenna Ave NE, Seattle, WA 98105",Seattle,WA,98105,47.665485,-122.303841,Single Family,6,3,1441,,Active,4788,Standard,2025-11-22T00:00:00.000Z,1
"400-10th-Ave,-Apt-211,-Seattle,-WA-98122","400 10th Ave, Apt 211, Seattle, WA 98122",Seattle,WA,98122,47.605461,-122.319008,Single Family,1,1,510,,Active,1425,Standard,2025-11-22T00:00:00.000Z,1
"2611-Eastlake-Ave-E,-Seattle,-WA-98102","2611 Eastlake Ave E, Seattle, WA 98102",Seattle,WA,98102,47.643623,-122.326263,Apartment,2,2,983,,Active,2995,Standard,2025-11-22T00:00:00.000Z,1
"6311-6321-Roosevelt-Way-NE,-Seattle,-WA-98115","6311-6321 Roosevelt Way NE, Seattle, WA 98115",Seattle,WA,98115,47.674835,-122.317657,Apartment,2,1,1455,,Active,2495,Standard,2025-11-22T00:00:00.000Z,1
"10521-Midvale-Ave-N,-Apt-102,-Seattle,-WA-98133","10521 Midvale Ave N, Apt 102, Seattle, WA 98133",Seattle,WA,98133,47.705673,-122.343796,Single Family,2,1,900,,Active,1600,Standard,2025-11-22T00:00:00.000Z,1
"2050-Nw-59th-St,-Seattle,-WA-98107","2050 Nw 59th St, Seattle, WA 98107",Seattle,WA,98107,47.671837,-122.3843,Apartment,1,1,650,,Active,1550,Standard,2025-11-22T00:00:00.000Z,1
"12033-1st-Ave-S,-Seattle,-WA-98168","12033 1st Ave S, Seattle, WA 98168",Seattle,WA,98168,47.495033,-122.334435,Apartment,2,1,883,,Active,1995,Standard,2025-11-22T00:00:00.000Z,1
"4209-30th-Ave-SW,-Apt-301,-Seattle,-WA-98126","4209 30th Ave SW, Apt 301, Seattle, WA 98126",Seattle,WA,98126,47.56575,-122.371086,Condo,1,1,550,,Active,1395,Standard,2025-11-22T00:00:00.000Z,1
"700-E-Denny-Way,-Unit-208,-Seattle,-WA-98122","700 E Denny Way, Unit 208, Seattle, WA 98122",Seattle,WA,98122,47.618893,-122.323152,Condo,1,1.5,885,,Active,2500,Standard,2025-11-22T00:00:00.000Z,1
"2405-Nw-65th-St,-Apt-305,-Seattle,-WA-98117","2405 Nw 65th St, Apt 305, Seattle, WA 98117",Seattle,WA,98117,47.675762,-122.388115,Single Family,2,2,900,,Active,2350,Standard,2025-11-22T00:00:00.000Z,1
"303-N-44th-St,-Apt-304,-Seattle,-WA-98103","303 N 44th St, Apt 304, Seattle, WA 98103",Seattle,WA,98103,47.660038,-122.355111,Condo,1,1,660,,Active,2495,Standard,2025-11-22T00:00:00.000Z,1
"9219-Linden-Ave-N-Unit-B,-Seattle,-WA-98103","9219 Linden Ave N Unit B, Seattle, WA 98103",Seattle,WA,98103,47.696314,-122.347467,Townhouse,2,2,1120,,Active,2700,Standard,2025-11-22T00:00:00.000Z,1
"400-10th-Ave,-Apt-109,-Seattle,-WA-98122","400 10th Ave, Apt 109, Seattle, WA 98122",Seattle,WA,98122,47.605461,-122.319008,Single Family,1,1,,,Active,1395,Standard,2025-11-22T00:00:00.000Z,1
"301-Nw-62nd-St,-Seattle,-WA-98107","301 Nw 62nd St, Seattle, WA 98107",Seattle,WA,98107,47.674004,-122.361183,Condo,3,2,1210,,Active,2950,Standard,2025-11-22T00:00:00.000Z,1
"400-10th-Ave,-Apt-311,-Seattle,-WA-98122","400 10th Ave, Apt 311, Seattle, WA 98122",Seattle,WA,98122,47.605461,-122.319008,Single Family,1,1,510,,Active,1450,Standard,2025-11-22T00:00:00.000Z,1
"118-12th-Ave-E,-Seattle,-WA-98102","118 12th Ave E, Seattle, WA 98102",Seattle,WA,98102,47.619438,-122.316612,Single Family,2,1,850,,Active,2295,Standard,2025-11-22T00:00:00.000Z,1
"556-1-2-Prospect-St,-Seattle,-WA-98109","556 1/2 Prospect St, Seattle, WA 98109",Seattle,WA,98109,47.629069,-122.345776,Condo,2,2,747,,Active,2645,Standard,2025-11-22T00:00:00.000Z,1
"1569-Nw-63rd-St,-Seattle,-WA-98107","1569 Nw 63rd St, Seattle, WA 98107",Seattle,WA,98107,47.674412,-122.378677,Single Family,3,2,1050,,Active,3600,Standard,2025-11-22T00:00:00.000Z,1
"3943-Sw-Rose-St,-Seattle,-WA-98136","3943 Sw Rose St, Seattle, WA 98136",Seattle,WA,98136,47.528969,-122.383833,Single Family,2,1,1330,,Active,2900,Standard,2025-11-22T00:00:00.000Z,1
"5105-46th-Ave-SW,-Seattle,-WA-98136","5105 46th Ave SW, Seattle, WA 98136",Seattle,WA,98136,47.556193,-122.391489,Single Family,3,1.5,1440,1908,Active,3800,Standard,2025-11-22T00:00:00.000Z,1
"411-Nw-Market-St,---B,-Seattle,-WA-98107","411 Nw Market St, # B, Seattle, WA 98107",Seattle,WA,98107,47.668344,-122.362561,Townhouse,3,2.5,1520,,Active,3350,Standard,2025-11-22T00:00:00.000Z,1
"112-22nd-Ave-Unit-B,-Seattle,-WA-98122","112 22nd Ave Unit B, Seattle, WA 98122",Seattle,WA,98122,47.602184,-122.303375,Single Family,2,1,858,,Active,2600,Standard,2025-11-22T00:00:00.000Z,1
"1803-N-88th-St,-Seattle,-WA-98103","1803 N 88th St, Seattle, WA 98103",Seattle,WA,98103,47.692147,-122.336199,Single Family,4,3,2280,,Active,4500,Standard,2025-11-22T00:00:00.000Z,1
"312-N-115th-St,-Seattle,-WA-98133","312 N 115th St, Seattle, WA 98133",Seattle,WA,98133,47.712508,-122.354865,Single Family,3,2,1350,2016,Active,3395,Standard,2025-11-22T00:00:00.000Z,1
"2423-11th-Ave-E,-Seattle,-WA-98102","2423 11th Ave E, Seattle, WA 98102",Seattle,WA,98102,47.642136,-122.318304,Single Family,4,3,3500,,Active,5000,Standard,2025-11-22T00:00:00.000Z,1
"7532-21st-Ave-NE,-Seattle,-WA-98115","7532 21st Ave NE, Seattle, WA 98115",Seattle,WA,98115,47.684076,-122.304813,Single Family,3,2,1870,,Active,5000,Standard,2025-11-22T00:00:00.000Z,1
"10329-Meridian-Ave-N,-Unit-A201,-Seattle,-WA-98133","10329 Meridian Ave N, Unit A201, Seattle, WA 98133",Seattle,WA,98133,47.70413,-122.334559,Single Family,2,2,892,1984,Active,2100,Standard,2025-11-22T00:00:00.000Z,1
"13725-32nd-Ave-NE,-Seattle,-WA-98125","13725 32nd Ave NE, Seattle, WA 98125",Seattle,WA,98125,47.729018,-122.294744,Apartment,1,1,598,1990,Active,1270,Standard,2025-11-22T00:00:00.000Z,1
"5614-28th-Ave-NW,-Seattle,-WA-98107","5614 28th Ave NW, Seattle, WA 98107",Seattle,WA,98107,47.669889,-122.392598,Townhouse,2,1.5,1070,,Active,2695,Standard,2025-11-22T00:00:00.000Z,1
"301-W-Raye-St,-Apt-103,-Seattle,-WA-98119","301 W Raye St, Apt 103, Seattle, WA 98119",Seattle,WA,98119,47.64289,-122.361315,Apartment,2,1,754,1987,Active,2585,Standard,2025-11-22T00:00:00.000Z,1
"1801-S-Walker-St,-Seattle,-WA-98144","1801 S Walker St, Seattle, WA 98144",Seattle,WA,98144,47.583528,-122.309096,Single Family,1,1,111,,Active,795,Standard,2025-11-22T00:00:00.000Z,1
"3615-Gilman-Ave-W,-Seattle,-WA-98199","3615 Gilman Ave W, Seattle, WA 98199",Seattle,WA,98199,47.652622,-122.383888,Single Family,3,1.5,1307,2004,Active,2950,Standard,2025-11-22T00:00:00.000Z,1
"12334-31st-Ave-NE,-Apt-510,-Seattle,-WA-98125","12334 31st Ave NE, Apt 510, Seattle, WA 98125",Seattle,WA,98125,47.71825,-122.294805,Condo,1,1,442,,Active,1195,Standard,2025-11-22T00:00:00.000Z,1
"315-N-Greenwood-Cir,-Seattle,-WA-98103","315 N Greenwood Cir, Seattle, WA 98103",Seattle,WA,98103,47.700186,-122.354485,Single Family,5,2.5,2130,,Active,4250,Standard,2025-11-22T00:00:00.000Z,1
"4239-8th-Ave-NE,-Seattle,-WA-98105","4239 8th Ave NE, Seattle, WA 98105",Seattle,WA,98105,47.658695,-122.32011,Apartment,0,1,241,2021,Active,1499,Standard,2025-11-22T00:00:00.000Z,1
"1711-E-Olive-Way,-Apt-109,-Seattle,-WA-98102","1711 E Olive Way, Apt 109, Seattle, WA 98102",Seattle,WA,98102,47.619521,-122.323161,Condo,2,2,974,,Active,3800,Standard,2025-11-22T00:00:00.000Z,1
"7735-S-Mission-Dr,-Seattle,-WA-98178","7735 S Mission Dr, Seattle, WA 98178",Seattle,WA,98178,47.503361,-122.236533,Single Family,5,2,2670,,Active,3740,Standard,2025-11-22T00:00:00.000Z,1
"323-Queen-Anne-Ave-N,-Apt-610,-Seattle,-WA-98109","323 Queen Anne Ave N, Apt 610, Seattle, WA 98109",Seattle,WA,98109,47.621608,-122.35711,Condo,1,1,510,1983,Active,1795,Standard,2025-11-22T00:00:00.000Z,1
"3236-Sw-Avalon-Way,-Seattle,-WA-98126","3236 Sw Avalon Way, Seattle, WA 98126",Seattle,WA,98126,47.56435,-122.374001,Apartment,1,1,587,1991,Active,1725,Standard,2025-11-22T00:00:00.000Z,1
"4140-38th-Ave-S,-Seattle,-WA-98118","4140 38th Ave S, Seattle, WA 98118",Seattle,WA,98118,47.564988,-122.284667,Single Family,4,2,1700,,Active,3750,Standard,2025-11-22T00:00:00.000Z,1
"9046-9th-Ave-SW,-Seattle,-WA-98106","9046 9th Ave SW, Seattle, WA 98106",Seattle,WA,98106,47.52144,-122.346263,Single Family,2,1,1480,,Active,2700,Standard,2025-11-22T00:00:00.000Z,1
"2644-Sw-112th-St,-Seattle,-WA-98146","2644 Sw 112th St, Seattle, WA 98146",Seattle,WA,98146,47.503061,-122.367455,Single Family,4,3,1780,,Active,3700,Standard,2025-11-22T00:00:00.000Z,1
"4423-Phinney-Ave-N-Apt-A,-Seattle,-WA-98103","4423 Phinney Ave N Apt A, Seattle, WA 98103",Seattle,WA,98103,47.660887,-122.354568,Single Family,3,3.5,2010,1999,Active,4500,Standard,2025-11-22T00:00:00.000Z,1
"3411-Nw-Market-St,-Seattle,-WA-98107","3411 Nw Market St, Seattle, WA 98107",Seattle,WA,98107,47.668346,-122.401773,Single Family,2,1,832,,Active,1750,Standard,2025-11-22T00:00:00.000Z,1
